name,category,price,quality,reliability,moq,delivery_time,reviews,historical_score
Supplier_2559,Furniture,72422,6.1,79,4,8,4.7,39.21
Supplier_2560,Laptop,71517,7.2,80,6,1,3.4,55.38
Supplier_2561,Solar,179615,9.8,80,2,5,4.4,54.5
Supplier_2562,Music,129243,7.4,83,2,2,3.5,49.97
Supplier_2563,Sports,6778,6.0,80,34,10,4.5,38.79
Supplier_2564,Skincare,473,7.8,76,76,3,3.9,43.73
Supplier_2565,Industrial,49858,7.6,82,5,7,3.1,42.51
Supplier_2566,Stationery,51,6.9,92,4555,8,3.8,44.29
Supplier_2567,Kitchen,8920,7.4,77,11,8,4.9,40.49
Supplier_2568,Kitchen,3243,6.3,75,18,12,4.4,38.59
Supplier_2569,Laptop,86656,6.9,71,6,3,3.2,40.83
Supplier_2570,Kitchen,9912,7.6,86,23,12,4.7,44.15
Supplier_2571,Laptop,127116,7.6,75,7,2,3.8,48.7
Supplier_2572,Solar,374793,8.1,81,5,1,4.9,58.11
Supplier_2573,Industrial,196296,9.9,76,1,4,3.5,57.19
Supplier_2574,Camera,231717,9.1,95,3,3,4.0,55.82
Supplier_2575,Industrial,117691,8.4,82,4,8,3.0,46.83
Supplier_2576,Stationery,171,9.2,92,2591,10,4.8,48.3
Supplier_2577,Skincare,1635,8.4,81,156,13,4.2,40.81
Supplier_2578,Phone,103014,7.9,71,18,9,3.8,39.8
Supplier_2579,Fashion,4806,9.2,80,186,9,3.6,43.25
Supplier_2580,Furniture,46938,8.9,83,2,10,4.4,50.43
Supplier_2581,Gardening,4821,9.6,87,56,4,3.3,48.57
Supplier_2582,Camera,125701,7.3,87,3,12,4.8,46.89
Supplier_2583,Sports,12041,7.3,77,45,13,3.8,40.57
Supplier_2584,Furniture,73238,8.8,87,5,7,3.4,47.47
Supplier_2585,Industrial,76498,9.0,88,3,2,4.4,58.3
Supplier_2586,Toys,9640,9.7,80,74,12,5.0,46.55
Supplier_2587,Pets,7149,7.0,72,37,5,3.9,38.57
Supplier_2588,Auto,11305,7.3,78,20,3,4.6,41.42
Supplier_2589,Solar,36941,9.0,70,5,10,4.8,44.16
Supplier_2590,Music,98650,9.0,100,2,1,4.5,69.95
Supplier_2591,Pets,7430,6.2,86,10,11,3.7,39.5
Supplier_2592,Stationery,329,8.4,94,1486,4,4.2,48.6
Supplier_2593,Skincare,3891,7.3,93,160,13,3.2,39.54
Supplier_2594,Auto,3566,8.2,97,1,11,4.9,54.07
Supplier_2595,Stationery,138,7.3,89,2051,9,3.5,42.91
Supplier_2596,Pets,6629,9.3,74,48,11,4.7,46.6
Supplier_2597,Skincare,4208,6.5,83,153,10,3.0,34.96
Supplier_2598,Fashion,3478,7.5,100,357,13,4.1,45.38
Supplier_2599,Furniture,62319,6.9,91,1,9,3.9,50.82
Supplier_2600,Appliances,77053,7.6,71,2,8,4.1,45.7
Supplier_2601,Solar,30447,6.0,93,1,2,4.4,54.6
Supplier_2602,Skincare,1163,6.8,71,133,1,4.6,51.73
Supplier_2603,Phone,81957,7.2,74,14,8,4.9,39.28
Supplier_2604,Grocery,1546,8.2,99,343,4,3.8,45.86
Supplier_2605,Camera,247523,8.8,89,1,3,4.8,60.21
Supplier_2606,Appliances,39938,8.4,88,2,1,4.6,64.51
Supplier_2607,Fashion,1192,7.3,94,471,7,4.3,42.03
Supplier_2608,Music,66071,7.0,96,2,3,4.5,50.12
Supplier_2609,Laptop,95887,8.1,80,1,9,4.2,51.89
Supplier_2610,Auto,10201,7.0,84,16,6,3.6,41.7
Supplier_2611,Toys,4942,8.3,95,44,8,3.8,46.49
Supplier_2612,Appliances,65352,9.3,98,2,8,3.4,51.91
Supplier_2613,Laptop,75196,9.2,73,4,4,3.8,47.27
Supplier_2614,Fashion,2960,6.7,79,466,5,4.1,40.18
Supplier_2615,Solar,488699,7.1,99,3,14,4.3,48.68
Supplier_2616,Music,131785,9.0,70,3,1,5.0,60.36
Supplier_2617,Solar,230249,9.0,77,1,1,3.9,66.17
Supplier_2618,Camera,78048,6.6,92,1,12,4.8,52.48
Supplier_2619,Laptop,103943,7.6,91,3,12,4.0,45.67
Supplier_2620,Industrial,6170,7.4,71,4,4,3.9,44.11
Supplier_2621,Sports,10281,8.9,86,49,4,3.4,45.63
Supplier_2622,Laptop,48654,6.5,86,7,13,4.9,41.08
Supplier_2623,Camera,119810,7.8,99,3,13,4.4,47.94
Supplier_2624,Fashion,425,7.0,92,169,13,3.6,40.61
Supplier_2625,Toys,8279,7.4,85,92,6,4.8,42.61
Supplier_2626,Fashion,2480,9.7,90,125,13,3.2,46.19
Supplier_2627,Pets,7316,8.3,84,35,2,4.6,48.97
Supplier_2628,Toys,4054,8.5,82,26,13,3.1,42.07
Supplier_2629,Stationery,54,6.9,75,2060,13,3.4,40.17
Supplier_2630,Kitchen,7236,7.6,98,9,6,4.7,49.38
Supplier_2631,Grocery,735,6.4,77,220,1,4.3,53.04
Supplier_2632,Phone,55685,6.1,83,17,5,3.2,39.04
Supplier_2633,Pets,6958,9.8,99,50,6,3.0,48.22
Supplier_2634,Auto,46399,8.9,87,1,7,4.3,56.67
Supplier_2635,Pets,3400,9.6,93,35,8,3.2,47.52
Supplier_2636,Industrial,25583,7.2,100,2,10,4.8,49.97
Supplier_2637,Phone,56706,7.2,84,7,9,4.7,40.23
Supplier_2638,Gardening,641,6.8,75,89,10,3.7,38.49
Supplier_2639,Phone,40896,7.0,86,12,1,4.5,55.02
Supplier_2640,Solar,158906,9.5,74,4,4,4.8,47.55
Supplier_2641,Grocery,1120,9.6,97,397,13,3.3,50.88
Supplier_2642,Sports,11524,6.8,91,10,14,4.4,42.12
Supplier_2643,Gardening,987,8.5,89,96,14,3.2,44.52
Supplier_2644,Pets,1318,7.8,86,30,8,3.1,42.21
Supplier_2645,Sports,12249,8.7,84,14,4,3.9,51.17
Supplier_2646,Gardening,1826,9.2,100,73,6,3.9,48.13
Supplier_2647,Pets,1411,9.6,91,33,9,3.5,46.42
Supplier_2648,Gardening,3000,9.1,85,47,12,4.2,44.98
Supplier_2649,Gardening,1745,7.3,98,17,14,3.4,41.45
Supplier_2650,Laptop,58461,7.2,70,4,9,4.9,42.42
Supplier_2651,Sports,6657,8.0,99,12,14,4.7,48.61
Supplier_2652,Gardening,2870,9.8,83,32,7,3.4,46.98
Supplier_2653,Pets,1795,6.2,73,49,11,4.0,35.0
Supplier_2654,Phone,31715,8.5,92,15,10,3.4,45.88
Supplier_2655,Pets,4830,9.5,73,22,8,3.3,46.17
Supplier_2656,Auto,39799,6.5,84,5,14,5.0,40.22
Supplier_2657,Stationery,130,7.2,76,3670,10,4.8,39.27
Supplier_2658,Furniture,20842,9.6,85,5,11,3.7,47.96
Supplier_2659,Toys,257,7.3,70,11,12,3.4,39.92
Supplier_2660,Stationery,338,7.5,90,1389,5,3.9,41.96
Supplier_2661,Industrial,114201,8.3,85,4,3,3.2,47.56
Supplier_2662,Kitchen,11242,7.8,72,9,14,4.5,40.93
Supplier_2663,Kitchen,16126,9.3,76,5,11,3.1,48.76
Supplier_2664,Fashion,925,8.8,94,417,10,3.6,42.84
Supplier_2665,Phone,90260,8.4,88,7,5,3.6,46.4
Supplier_2666,Skincare,4310,8.4,87,177,6,4.2,44.36
Supplier_2667,Gardening,1755,8.7,99,58,1,4.5,60.56
Supplier_2668,Gardening,3075,7.3,80,63,4,3.2,41.05
Supplier_2669,Sports,5684,6.3,81,43,4,4.1,40.78
Supplier_2670,Kitchen,1892,10.0,77,29,13,4.4,42.91
Supplier_2671,Sports,2461,8.5,90,50,4,4.8,48.08
Supplier_2672,Phone,48391,8.4,100,15,1,3.7,58.63
Supplier_2673,Appliances,73980,8.1,97,1,3,4.2,57.4
Supplier_2674,Kitchen,18073,8.2,83,28,3,4.2,47.69
Supplier_2675,Kitchen,4987,9.8,79,5,14,4.3,45.54
Supplier_2676,Toys,7339,9.9,91,52,4,4.5,52.0
Supplier_2677,Music,48447,6.6,99,1,1,3.5,66.4
Supplier_2678,Camera,236995,6.3,78,2,4,3.5,39.89
Supplier_2679,Sports,3558,6.2,84,8,9,4.2,36.36
Supplier_2680,Music,7578,9.2,99,3,1,3.6,64.79
Supplier_2681,Solar,144359,7.2,88,1,9,4.0,52.43
Supplier_2682,Grocery,1868,6.3,84,251,11,4.8,37.62
Supplier_2683,Kitchen,7329,7.3,78,28,14,3.2,35.04
Supplier_2684,Camera,245589,9.6,72,3,11,4.0,46.23
Supplier_2685,Skincare,342,6.6,92,194,12,4.7,42.45
Supplier_2686,Skincare,2184,7.7,70,85,11,3.4,37.1
Supplier_2687,Fashion,359,6.1,94,408,9,4.5,39.36
Supplier_2688,Auto,43097,6.4,95,20,5,3.2,41.91
Supplier_2689,Fashion,1426,7.5,82,496,14,4.5,39.84
Supplier_2690,Kitchen,15434,8.6,82,30,1,4.7,55.85
Supplier_2691,Toys,4630,8.1,82,47,2,3.8,46.12
Supplier_2692,Fashion,2933,6.6,81,485,12,3.7,39.07
Supplier_2693,Auto,45230,7.6,71,2,14,3.0,43.64
Supplier_2694,Skincare,3891,7.3,85,95,4,3.7,43.51
Supplier_2695,Laptop,56334,9.1,96,3,9,3.4,50.99
Supplier_2696,Laptop,68674,8.3,81,1,11,3.9,53.36
Supplier_2697,Kitchen,11571,6.6,100,18,14,4.6,41.69
Supplier_2698,Auto,28226,6.6,96,11,5,4.8,43.98
Supplier_2699,Music,14439,9.7,85,5,9,4.7,47.69
Supplier_2700,Stationery,82,8.3,79,4073,5,3.5,45.01
Supplier_2701,Phone,96075,6.3,78,15,1,4.0,52.34
Supplier_2702,Skincare,4513,7.3,79,185,5,3.2,39.53
Supplier_2703,Phone,113055,8.3,79,19,10,3.5,40.32
Supplier_2704,Appliances,47054,8.2,92,2,10,4.9,48.41
Supplier_2705,Appliances,56699,8.5,100,3,14,3.8,51.87
Supplier_2706,Skincare,3543,9.9,88,53,11,3.9,48.83
Supplier_2707,Grocery,1268,6.9,96,975,6,4.2,42.26
Supplier_2708,Kitchen,2805,9.5,70,5,11,3.7,43.68
Supplier_2709,Gardening,4656,7.4,74,95,10,3.3,38.86
Supplier_2710,Fashion,3769,6.2,74,130,11,3.9,36.19
Supplier_2711,Appliances,34229,7.5,84,3,2,4.9,51.0
Supplier_2712,Grocery,1318,8.5,77,628,11,4.6,41.92
Supplier_2713,Fashion,3579,9.0,76,167,8,4.3,42.59
Supplier_2714,Industrial,171862,9.3,83,3,4,3.3,51.38
Supplier_2715,Grocery,967,8.8,74,882,5,4.5,43.64
Supplier_2716,Industrial,39611,9.1,90,3,5,4.0,53.42
Supplier_2717,Pets,2150,7.5,78,14,11,4.7,41.65
Supplier_2718,Pets,6454,9.4,76,18,5,3.5,47.03
Supplier_2719,Grocery,1855,9.7,92,366,4,3.1,49.62
Supplier_2720,Phone,38843,8.8,86,10,10,3.5,44.7
Supplier_2721,Sports,6128,8.7,78,23,4,3.8,46.43
Supplier_2722,Camera,148279,8.5,78,1,7,3.5,53.0
Supplier_2723,Grocery,1743,7.4,81,741,5,3.3,44.35
Supplier_2724,Camera,158849,9.0,82,1,11,3.6,54.04
Supplier_2725,Gardening,2847,9.6,88,10,9,3.9,49.42
Supplier_2726,Music,140786,8.5,90,2,12,4.3,51.05
Supplier_2727,Camera,108563,9.8,70,1,5,4.6,57.3
Supplier_2728,Grocery,1478,8.5,95,327,1,3.2,60.71
Supplier_2729,Sports,6567,6.7,70,37,12,3.8,36.56
Supplier_2730,Fashion,3591,8.9,73,171,8,4.4,41.92
Supplier_2731,Pets,4860,7.1,94,18,7,4.2,44.39
Supplier_2732,Music,142947,7.1,81,5,9,4.3,42.02
Supplier_2733,Stationery,348,7.8,97,3208,5,4.2,48.08
Supplier_2734,Toys,9677,8.0,99,89,5,4.6,48.99
Supplier_2735,Furniture,9134,8.4,84,1,5,3.1,56.0
Supplier_2736,Camera,207099,9.9,88,2,14,4.5,52.26
Supplier_2737,Industrial,26509,6.6,98,1,7,4.8,51.85
Supplier_2738,Stationery,41,6.3,89,1264,4,4.6,46.02
Supplier_2739,Solar,72335,7.2,99,1,1,5.0,67.34
Supplier_2740,Phone,114778,7.2,86,20,13,3.1,41.85
Supplier_2741,Auto,43401,8.9,78,13,10,3.6,43.06
Supplier_2742,Kitchen,16052,7.3,87,30,8,3.7,40.94
Supplier_2743,Phone,109362,6.6,97,19,12,4.1,43.26
Supplier_2744,Stationery,361,6.6,82,2210,1,3.1,48.65
Supplier_2745,Stationery,173,9.3,84,2582,7,3.0,44.54
Supplier_2746,Stationery,93,8.3,97,1076,5,3.0,46.46
Supplier_2747,Pets,4857,6.6,91,36,1,4.5,56.51
Supplier_2748,Fashion,4349,8.1,97,246,13,4.2,46.01
Supplier_2749,Gardening,4854,7.3,78,62,4,3.6,44.25
Supplier_2750,Grocery,1991,7.8,81,371,10,3.3,39.99
Supplier_2751,Stationery,321,9.9,74,4675,1,4.2,59.48
Supplier_2752,Gardening,2243,6.1,98,49,10,3.6,39.82
Supplier_2753,Pets,6198,7.9,77,35,14,4.1,38.11
Supplier_2754,Laptop,105776,9.5,92,8,3,3.1,52.47
Supplier_2755,Gardening,3631,8.2,78,30,6,4.2,44.55
Supplier_2756,Solar,222526,8.6,99,4,5,3.5,51.37
Supplier_2757,Industrial,20207,9.6,73,3,9,3.3,47.72
Supplier_2758,Industrial,111375,8.7,88,2,6,3.9,50.91
Supplier_2759,Laptop,122698,8.0,91,3,10,4.0,46.6
Supplier_2760,Kitchen,2546,6.9,84,20,11,4.0,39.83
Supplier_2761,Music,19935,7.8,93,5,13,5.0,46.71
Supplier_2762,Pets,1938,8.3,96,24,1,3.2,58.24
Supplier_2763,Grocery,570,6.0,70,505,11,4.4,33.24
Supplier_2764,Gardening,962,7.1,81,51,11,4.4,38.34
Supplier_2765,Appliances,16470,8.7,89,2,3,4.1,53.11
Supplier_2766,Appliances,35026,6.8,88,2,6,3.7,47.8
Supplier_2767,Solar,431177,7.3,82,1,7,4.2,48.37
Supplier_2768,Kitchen,15410,9.1,75,28,6,4.5,44.27
Supplier_2769,Solar,308499,7.2,72,3,12,4.8,41.35
Supplier_2770,Gardening,1517,7.0,98,73,6,4.1,43.28
Supplier_2771,Music,106240,7.7,97,3,6,4.0,51.76
Supplier_2772,Appliances,25763,6.0,94,3,3,4.8,46.73
Supplier_2773,Auto,15400,6.6,85,17,3,3.1,42.93
Supplier_2774,Camera,153741,6.1,77,1,1,3.6,59.61
Supplier_2775,Grocery,1800,6.8,94,479,13,4.5,41.92
Supplier_2776,Camera,218464,8.1,79,1,8,4.0,51.83
Supplier_2777,Kitchen,10583,7.2,87,22,1,4.3,55.06
Supplier_2778,Stationery,259,9.9,93,1065,2,3.0,54.32
Supplier_2779,Toys,978,6.3,100,65,10,3.7,39.82
Supplier_2780,Laptop,47352,9.4,91,2,1,4.9,69.37
Supplier_2781,Sports,6038,6.2,95,26,12,4.6,39.56
Supplier_2782,Auto,12306,9.5,76,2,13,4.2,46.44
Supplier_2783,Sports,3891,7.4,80,44,14,4.9,41.71
Supplier_2784,Music,33925,8.8,82,5,8,3.0,44.62
Supplier_2785,Auto,13306,9.8,75,17,3,3.9,50.39
Supplier_2786,Kitchen,6733,7.5,98,13,3,3.1,45.41
Supplier_2787,Fashion,3575,9.0,78,405,1,3.5,56.93
Supplier_2788,Appliances,40916,7.4,95,1,2,3.7,59.27
Supplier_2789,Grocery,1060,9.0,80,965,9,3.4,41.22
Supplier_2790,Toys,657,7.9,72,56,14,3.7,41.57
Supplier_2791,Appliances,34088,6.8,93,3,5,3.8,46.23
Supplier_2792,Grocery,702,8.1,99,783,1,4.2,60.61
Supplier_2793,Camera,192110,9.2,97,3,5,4.2,51.3
Supplier_2794,Toys,9651,7.5,75,77,11,4.9,40.51
Supplier_2795,Industrial,195593,9.3,87,4,8,4.7,49.76
Supplier_2796,Laptop,129064,9.7,94,8,7,4.5,51.77
Supplier_2797,Gardening,237,9.8,74,91,11,4.5,46.32
Supplier_2798,Laptop,90741,8.2,86,6,5,4.0,47.88
Supplier_2799,Gardening,1316,6.2,73,88,6,4.8,41.21
Supplier_2800,Kitchen,1107,9.9,75,12,14,4.6,46.5
Supplier_2801,Gardening,4777,8.0,72,67,10,4.7,37.15
Supplier_2802,Gardening,1955,8.6,96,69,14,3.7,46.32
Supplier_2803,Appliances,20683,7.0,99,3,12,3.1,47.84
Supplier_2804,Stationery,449,7.8,88,2065,13,3.1,43.0
Supplier_2805,Auto,1570,8.6,82,12,10,4.0,44.3
Supplier_2806,Gardening,836,9.9,86,98,14,3.1,44.51
Supplier_2807,Furniture,31606,6.7,77,2,8,3.1,42.87
Supplier_2808,Skincare,737,7.2,76,53,10,4.7,41.89
Supplier_2809,Auto,14681,7.3,94,4,3,4.5,49.14
Supplier_2810,Music,89733,6.9,92,2,12,3.4,45.6
Supplier_2811,Phone,72387,9.1,93,12,8,3.0,48.66
Supplier_2812,Auto,37476,8.3,98,7,10,3.8,43.94
Supplier_2813,Auto,1779,6.8,73,19,9,3.6,38.79
Supplier_2814,Solar,379270,8.8,84,3,8,3.5,46.05
Supplier_2815,Sports,1825,7.4,99,38,3,3.4,45.23
Supplier_2816,Pets,7897,8.5,85,39,6,4.4,45.09
Supplier_2817,Toys,3063,7.2,94,67,6,3.8,42.93
Supplier_2818,Kitchen,3228,8.2,89,10,12,4.2,44.03
Supplier_2819,Stationery,220,8.2,85,4164,7,3.7,43.28
Supplier_2820,Furniture,73795,8.6,80,2,4,4.8,51.57
Supplier_2821,Gardening,134,8.5,100,86,1,4.7,61.8
Supplier_2822,Sports,10618,6.7,78,19,14,4.9,36.55
Supplier_2823,Appliances,16294,7.3,77,2,2,4.5,48.45
Supplier_2824,Pets,4310,6.2,95,33,1,4.4,55.53
Supplier_2825,Gardening,2484,7.5,72,98,3,3.9,42.83
Supplier_2826,Pets,4958,7.7,91,25,3,4.6,46.54
Supplier_2827,Industrial,51871,9.5,94,1,8,4.9,61.45
Supplier_2828,Industrial,74417,7.6,96,1,1,3.6,70.17
Supplier_2829,Pets,795,9.7,87,48,14,4.7,46.53
Supplier_2830,Grocery,1943,9.9,81,879,5,3.9,47.28
Supplier_2831,Toys,4797,9.5,89,95,13,4.1,47.41
Supplier_2832,Auto,21805,8.6,100,9,11,4.7,49.34
Supplier_2833,Gardening,688,9.4,87,25,3,4.3,54.26
Supplier_2834,Auto,21446,9.6,99,18,2,4.8,55.74
Supplier_2835,Kitchen,10581,9.9,100,27,4,4.3,53.66
Supplier_2836,Fashion,686,9.7,73,182,7,3.9,45.31
Supplier_2837,Music,40141,7.3,84,2,12,4.2,45.3
Supplier_2838,Auto,4977,6.8,94,4,14,3.9,41.52
Supplier_2839,Stationery,399,8.4,77,4262,4,4.1,44.99
Supplier_2840,Fashion,2507,7.2,89,173,8,3.3,39.48
Supplier_2841,Auto,37601,8.2,70,5,2,3.7,46.62
Supplier_2842,Industrial,16668,8.5,89,4,10,4.6,45.23
Supplier_2843,Gardening,4117,8.5,94,73,14,3.4,43.45
Supplier_2844,Skincare,3564,9.6,92,53,2,4.3,55.79
Supplier_2845,Stationery,410,6.5,81,919,9,3.7,37.91
Supplier_2846,Camera,85098,9.9,88,1,11,4.0,55.57
Supplier_2847,Appliances,51823,8.3,95,2,8,3.3,50.17
Supplier_2848,Furniture,52008,7.2,79,1,10,3.5,48.87
Supplier_2849,Grocery,1513,7.2,98,696,9,3.2,42.91
Supplier_2850,Pets,3218,7.3,82,47,14,3.6,40.62
Supplier_2851,Phone,69727,8.6,85,10,14,4.1,45.22
Supplier_2852,Laptop,118383,6.1,77,1,6,4.0,50.35
Supplier_2853,Gardening,4480,6.0,94,15,2,4.4,46.02
Supplier_2854,Stationery,134,9.5,80,3980,14,4.8,47.2
Supplier_2855,Skincare,4053,7.8,80,130,7,3.2,39.85
Supplier_2856,Kitchen,3469,6.6,97,18,3,5.0,44.85
Supplier_2857,Music,4130,6.7,86,4,13,4.0,39.76
Supplier_2858,Furniture,10505,6.1,81,5,2,4.3,44.54
Supplier_2859,Stationery,369,9.1,95,3578,7,3.5,49.05
Supplier_2860,Fashion,4250,8.8,77,478,12,4.7,43.64
Supplier_2861,Kitchen,16458,8.2,91,30,2,3.2,48.8
Supplier_2862,Solar,385173,8.6,89,1,10,4.8,54.54
Supplier_2863,Auto,13565,6.3,97,8,4,3.9,42.93
Supplier_2864,Music,22382,7.2,85,1,1,3.6,64.05
Supplier_2865,Furniture,9797,7.9,81,3,5,4.8,44.38
Supplier_2866,Kitchen,12521,6.3,77,23,6,3.9,38.74
Supplier_2867,Furniture,78395,7.9,75,4,7,4.1,46.73
Supplier_2868,Furniture,48951,8.4,84,2,1,4.8,63.33
Supplier_2869,Furniture,28439,7.8,70,2,14,4.2,41.61
Supplier_2870,Music,103983,9.2,81,2,13,3.6,48.91
Supplier_2871,Camera,214492,9.1,100,1,4,3.8,60.86
Supplier_2872,Kitchen,18172,7.3,83,8,3,5.0,47.6
Supplier_2873,Sports,4427,9.4,96,35,4,4.7,51.5
Supplier_2874,Auto,13722,8.2,81,10,1,3.3,57.69
Supplier_2875,Stationery,463,7.3,97,4974,11,4.0,45.5
Supplier_2876,Grocery,493,6.9,72,611,4,4.9,42.75
Supplier_2877,Grocery,550,7.4,85,489,14,4.2,41.73
Supplier_2878,Laptop,133936,8.8,81,6,4,3.8,48.03
Supplier_2879,Sports,8121,8.2,90,39,7,3.6,44.74
Supplier_2880,Industrial,126216,8.9,84,2,7,4.6,49.66
Supplier_2881,Gardening,2055,8.6,80,92,4,5.0,47.78
Supplier_2882,Solar,446094,8.9,91,4,4,4.3,52.33
Supplier_2883,Grocery,1080,7.5,82,418,12,3.3,39.57
Supplier_2884,Music,100081,6.7,75,5,9,3.3,39.16
Supplier_2885,Appliances,29053,7.8,80,1,7,4.5,51.88
Supplier_2886,Fashion,2759,6.6,100,133,11,5.0,41.82
Supplier_2887,Toys,3760,7.1,82,14,8,4.2,41.27
Supplier_2888,Appliances,64174,6.3,94,2,3,3.8,48.72
Supplier_2889,Pets,1941,8.6,89,17,8,3.1,46.15
Supplier_2890,Industrial,10918,8.4,86,1,2,5.0,58.46
Supplier_2891,Pets,5321,6.9,99,35,2,4.1,47.02
Supplier_2892,Grocery,1939,9.3,93,652,14,4.0,47.45
Supplier_2893,Fashion,1660,8.5,76,400,9,4.0,42.91
Supplier_2894,Toys,5940,7.5,99,33,12,3.7,44.66
Supplier_2895,Skincare,2709,9.6,88,196,9,3.2,48.17
Supplier_2896,Furniture,50893,7.0,84,5,11,3.7,37.44
Supplier_2897,Camera,209830,9.3,83,1,7,4.0,56.61
Supplier_2898,Pets,948,7.3,75,37,13,3.3,38.52
Supplier_2899,Skincare,5000,8.3,71,125,9,3.4,41.06
Supplier_2900,Grocery,1926,8.0,96,410,13,3.4,43.92
Supplier_2901,Sports,7347,8.2,73,48,1,3.7,54.59
Supplier_2902,Pets,5038,6.6,94,14,4,3.3,42.64
Supplier_2903,Laptop,40923,8.4,100,1,3,4.7,61.1
Supplier_2904,Kitchen,7264,6.1,83,25,11,3.4,36.04
Supplier_2905,Sports,4865,9.8,80,42,10,4.3,47.01
Supplier_2906,Solar,168832,8.8,75,3,3,4.5,52.76
Supplier_2907,Appliances,64639,7.3,96,1,14,3.9,51.42
Supplier_2908,Kitchen,19960,8.5,88,24,7,4.3,43.16
Supplier_2909,Grocery,1656,9.8,98,849,1,4.0,63.67
Supplier_2910,Pets,5318,9.1,71,18,14,3.1,42.06
Supplier_2911,Camera,38496,6.4,98,2,1,4.3,57.99
Supplier_2912,Furniture,25419,6.6,76,4,9,4.6,41.24
Supplier_2913,Phone,83931,7.0,97,11,13,4.0,45.45
Supplier_2914,Music,52127,9.3,84,2,2,4.1,57.09
Supplier_2915,Pets,3636,8.8,86,25,6,3.9,48.65
Supplier_2916,Auto,17551,7.6,92,6,13,3.0,42.48
Supplier_2917,Pets,2176,7.8,91,16,7,4.9,43.73
Supplier_2918,Grocery,1997,6.5,90,829,11,3.6,41.11
Supplier_2919,Stationery,221,9.9,94,3918,14,3.3,46.19
Supplier_2920,Furniture,51211,9.8,88,4,5,5.0,53.25
Supplier_2921,Pets,5033,9.9,95,21,7,3.8,53.01
Supplier_2922,Solar,397456,6.5,79,1,4,4.9,52.01
Supplier_2923,Fashion,3363,8.8,86,481,13,4.8,44.72
Supplier_2924,Laptop,41033,9.8,94,5,8,4.2,54.09
Supplier_2925,Grocery,1126,6.3,78,684,9,3.9,36.45
Supplier_2926,Auto,37245,8.4,76,18,3,3.8,45.74
Supplier_2927,Sports,5154,7.8,78,36,5,3.4,43.91
Supplier_2928,Appliances,77416,7.9,88,1,9,3.9,53.03
Supplier_2929,Phone,52680,7.6,72,5,14,3.1,37.97
Supplier_2930,Kitchen,1234,7.4,93,5,11,4.0,46.37
Supplier_2931,Laptop,135092,9.4,83,3,2,4.3,55.82
Supplier_2932,Fashion,1412,8.2,98,437,10,5.0,49.17
Supplier_2933,Appliances,55242,9.7,79,2,9,3.1,48.97
Supplier_2934,Stationery,24,9.3,76,4319,9,4.6,48.38
Supplier_2935,Industrial,197591,9.8,96,5,13,3.3,48.47
Supplier_2936,Fashion,2334,7.2,83,256,6,4.5,42.2
Supplier_2937,Toys,8568,9.0,78,11,2,3.9,51.06
Supplier_2938,Appliances,30163,10.0,94,1,6,4.9,60.59
Supplier_2939,Auto,15290,9.6,90,11,5,4.8,49.69
Supplier_2940,Appliances,77514,8.1,74,1,4,3.6,51.18
Supplier_2941,Gardening,2448,8.8,87,28,9,4.3,47.16
Supplier_2942,Kitchen,10846,6.1,73,5,14,3.8,34.71
Supplier_2943,Camera,70609,8.4,71,3,7,3.8,44.62
Supplier_2944,Skincare,2487,9.1,99,70,13,4.6,45.86
Supplier_2945,Auto,29960,7.0,72,11,2,3.0,42.59
Supplier_2946,Toys,7011,9.5,77,42,6,3.4,46.03
Supplier_2947,Gardening,4384,9.9,85,43,6,4.3,49.23
Supplier_2948,Music,123829,9.0,72,3,12,3.9,44.95
Supplier_2949,Fashion,4047,9.9,79,291,2,4.4,54.94
Supplier_2950,Toys,583,6.6,83,78,8,3.4,39.89
Supplier_2951,Laptop,66069,7.2,85,9,5,4.1,44.2
Supplier_2952,Appliances,56387,8.6,89,2,14,4.1,50.5
Supplier_2953,Pets,5202,9.4,76,30,6,4.9,46.07
Supplier_2954,Stationery,112,8.5,75,799,12,3.5,43.46
Supplier_2955,Grocery,711,6.7,99,568,12,3.7,40.79
Supplier_2956,Gardening,3380,6.9,71,21,14,3.4,35.38
Supplier_2957,Industrial,6689,7.1,86,5,8,3.4,42.65
Supplier_2958,Stationery,153,7.1,83,1771,7,3.9,39.09
Supplier_2959,Phone,37598,9.0,99,8,6,4.6,49.68
Supplier_2960,Music,54377,7.0,88,1,4,3.0,52.42
Supplier_2961,Grocery,1931,8.0,87,271,11,4.8,40.72
Supplier_2962,Sports,13131,6.1,75,22,9,4.4,35.0
Supplier_2963,Gardening,223,7.3,91,23,11,3.8,40.65
Supplier_2964,Toys,6050,7.7,83,60,1,4.4,56.91
Supplier_2965,Skincare,2384,9.0,100,75,13,4.4,50.27
Supplier_2966,Fashion,4218,7.4,83,169,3,4.2,44.8
Supplier_2967,Auto,7704,9.9,91,12,8,3.4,47.5
Supplier_2968,Music,17858,7.1,75,4,3,4.7,45.7
Supplier_2969,Grocery,1238,9.5,88,462,13,3.1,47.25
Supplier_2970,Auto,22115,8.3,88,20,2,4.8,52.33
Supplier_2971,Industrial,124663,7.8,77,4,3,3.3,43.85
Supplier_2972,Camera,230949,9.9,92,1,8,3.8,58.37
Supplier_2973,Stationery,441,7.7,77,3030,3,4.0,43.09
Supplier_2974,Solar,360642,9.0,95,3,3,4.5,53.72
